"Name";"Category";"user_score";"precision";"rn";"Synonyms";"main_link";"tags";"Price";"years_since_relevant";"DataSource";"Description";"Manual_In";"Manual_Out";"Automatic_In";"Automatic_Out";"Link_Out";"Link_In";"fastgreedy_order";"edgebetw_order";"cluster_fast_greedy";"cluster_edge_betweenness";"cluster_spinglass";"frequency";"KeysFirstRow";"KeyIncidence";"KeyRepetition";"KeyInPopular";"CentDegree";"CentClosens";"CentBetweens";"CentEigenvec";"tagSum";"fastgreedy_height";"edgebetw_height";"main_site"
"GlucoTrack";"device";1;;1153;"";"integrity-app.com/the-glucotrack/";"Tracker,Earlobe,Non-invasive,USB,In production";;;"https://doi.org/10.18710/QXMY88,https://www.wearable-technologies.com/2016/07/new-ways-for-monitoring-diabetes/";"Non-invasive BG sensor";"cgm";"";"";"";"";"";;;;;;;;;;;;;;;;;;"integrity-app.com"
"GO2Sleep Ring";"wear";3;;1154;"Sleepon,GO2Sleep";"sleepon.us/";"";;;"rNC";"";"sleep cycles,blood oxygen,sleep apnea,heartrate";"";"";"";"";"";;;;;;;;;;;;;;;;;;"sleepon.us"
"Go365";"aggregator";2.5;;97;"HumanaVitality";"";"insurance,employee wellness,incentivization,competition";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Goodreads";"app";2.5;;98;"";"";"books";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"GoogleFit";"aggregator";5;5;100;"Google Health,google fit";"developers.google.com/fit/";"";;0;"DIM,doi.org/10.1186/s12937-018-0366-6";"";"lose it! weight loss program and calorie counter,myfitnesspal,noom healthy weight loss coach,fatsecret,lifesum health movement,fitwell fitness,diet,poundaweek - calorie counter,nutritionix,healthifyme weight loss coach,hydro coach - drink water,mevo - weight loss & fitness,fitatu calorie counter,weight loss & fitness program,diet watch stettiner,ultimate food value diary plus - diet & weight tracker,water drink reminder,kiqplan,calories carb prot fat counter,health mate steps tracker & life coach by withings,record by under armour,ua healthbox,pebble,garmin connect mobile,polar flow activity & sports analyzing";"csv file,file,web api,google drive";"";"";"";"";;;;;;;;;;;;;;;;;;"developers.google.com"
"GSR";"whattomeasure";2.5;5;101;"galvanic skin response";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"gyrosco.pe";"aggregator";6;9;1158;"Gyroscope";"";"";;0;"DIM";"";"";"";"";"";"";"";39;24;3;3;8;86;9;105;6.0762;2.5905;2;0.0031;7;0.1089;0;31;31;"NA"
"H2Opal Smart Bottle";"device";3;;1159;"Out of Galaxy Inc.,H2Opal,Out of Galaxy";"h2opal.com/";"";;;"rNC";"";"hydration,water intake";"";"";"";"";"";;;;;;;;;;;;;;;;;;"h2opal.com"
"habitica";;6;9;1160;"";"";"";;0;"DIM";"";"";"";"";"";"";"";16;9;1;5;1;72;1;722;14.241;1.2881;8;0.0042;263.25;1;0;24;24;"NA"
"HAPIcoach Nutrition Coaching";"app";1;;1161;"HAPIcoach,HAPILABS";"hapilabs.com,hapi.com";"Health & Fitness,Motivation,Health,Physical activity,Android,iOS";0;;"doi.org/10.1186/s12937-018-0366-6";"NA HAPIcoach will help you lose weight and eat better in just 5 days.It's super easy. Simply log 10 meals within 5 days by taking pictures of your meals. Once you achieve this a nutrition expert will analyse your eating habits for FREE. The HAPIcoach app brings you 1:1 nutrition coaching in 3 easy steps! 1. Send pictures of your meals to the coach2. Get personalised feedback3. Track your success and reach your goals HAPIcoach is also compatible with connected health devices and activity trackers such the HAPI Devices (HAPI Connected Body Composition Scale HAPI Activity Tracker HAPI Blood Pressure Monitor etc.) and soon with Jawbone Up Fitbit Withings Misfit Shine Runkeeper and Runstatic. HAPIcoach can help you:- Develop better eating habits by logging your meals daily- Lose weight by following the personalised tips from your own dedicated nutritionist- Improve your fitness when used together with the HAPI Activity Tracker and Connected Scale Get one to one health coaching right on your smartphone with a dedicated coach with HAPIcoach. You and your own personal coach will work together daily to improve your habits for better nutrition health and weight loss. By posting photos of your meals daily not only will you be more focused on eating better but you also have the benefit of receiving feedback from a real nutritionist for each of your meals! Your coach will personally check your meals weight and physical activity daily when used with HAPI Devices such as the HAPI Connected Scale and HAPI Activity Tracker. You can also send private messages to your coach for other nutrition or general health concerns. With the help of your coach you will have the daily natural habit of eating healthy food in no time at all! Reach your health goals with HAPIcoach!";"food images,smart scale,blood pressure monitor,pedometer,accelerometer,body weight,body composition,blood pressure,sleep,steps,weight loss";"personal feedback,coaching";"";"";"";"";;;;;;;;;;;;;;;;;;"hapilabs.com,hapi.com"
"Healbe";"device";3;;1162;"GoBe";"healbe.com";"Tracker,Activity sensor,Bluetooth,iOS,Android,Windows,OSX,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Fitness tracker";"physical activity,steps,energy expenditure,sleep,accelerometer,skin impedance,oximeter,gsr,ppg,sleep rem,stress,anxiety,hydration,energy,heartrate,blood pressure";"bluetooth,rest api";"";"";"";"";;;;;;;;;;;;;;;;;;"healbe.com"
"Health & Weight Loss Coach Obino";"app";2;;1163;"Obino (Virtual Indian Health Coach),Obino";"obino.in,obino.in";"Health & Fitness,Motivation,Physical activity,paidServices,Android,iOS";0;;"doi.org/10.1186/s12937-018-0366-6";"NA Do you want to know how to lose weight & get fitter and healthier but can't find the time or the energy to go to a gym or a dietician?Well people just like you have gotten healthier & lost 15000+ kilos by using the Obino Weight Loss & Health App in the last few months. And been featured by Economic Times Mint ET Now Times of India Business Standard Business Line CIOL VCCircle TechCircle YourStory Inc42 Medianama e27 etc. SO WHAT IS OBINO? Obino is an Indian Weight Loss & Health App with an all-natural approach - no dependence on powders pills creams gadgets or heavy workout routines. Obino focuses on a healthy indian diet light activity like walking adequate sleep and constant coaching & monitoring by expert dieticians to reduce stress control your food intake and make you more active <U+0082><c4><ec> all of which leads to good health and natural weight loss that is permanent. In fact Obino users on an average lose about 2-3 kilos per month! And our premium coaching users see a 50% improvement in their healthy food intake become 40% more active and lose at least 6 kilos in 3 months! HOW IT WORKS? Download the Obino weight loss app & follow our simple instructions to start losing weight today. - Tell us about yourselfObino uses your profile to make personalized suggestions for calorie-counted and nutritious indian meals and easy activities that you can do even at office. - Set your goalsWhether you want to eat healthier feel more energetic get fitter or lose weight the Obino health app develops a personalized plan for you instantly - Get personalized diet & fitness plansWhether you're a working professional a young mother or a pregnant lady or simply want a healthy lifestyle this weight loss app has a special plan for you - Track your calories & progressThis health app's Indian calorie counter has 7000+ indian dishes & 600+ exercises (Yoga Pilates strength & cardio) plus an in-built pedometer to count your steps. - Remember healthy habitsOur simple reminders make sure you drink more water & green tea eat on time and remember to take regular walks. - Clear your doubts & get guided by ExpertsOn this weight loss app you<U+0082><c4><f4>re paired with your own Personal Coach - an experienced dietician available via chat & call instantly - telling you what to eat whether you<U+0082><c4><f4>re at home or outside (paid feature) - See where you RankBenchmark yourself amongst your friends to keep yourself motivated and happy. - Learn to cook healthyThis health app is replete with easy indian healthy calorie-counted recipes to make the weight loss process fun and interesting (paid feature) - Learn about your body & weight lossGet expert tips blogs & articles to tone your body & keep focus on your weight loss efforts KEY OBINO FEATURES 1) Expert Dieticians available instantly on chat & call to monitor you and answer your weight loss & health questions during your busy lifestyle (paid feature) 2) Indian Calorie Counter for meals & exercises 3) In-built Pedometer to count your steps 4) One-click Reminders for water green tea meals & walks 5) Easy Suggestions for calorie-counted meals & exercises 6) Easy to follow no-starvation Indian Diet Plans for a healthier lifestyle (paid feature) 7) Customized Fitness plans featuring the exercises you like <U+0082><c4><ec> cardio & strength training options available (paid feature) 8) 00s of dietician-curated Healthy Recipes featuring easy-to-find ingredients that are already there in your kitchen (paid feature) 9) Points-based system to assess where you are & to benchmark your progress amongst your friends All this on your mobile with instant support from an experienced technical & coaching team! Reach out whenever at hello@obino.in and we'll be happy to address any queries that you have!";"database input,water,recipes,generic input,nutrition goals,diet plans,fitness plan,activity,steps,hydration goals";"advices,reminders/notifications,coaching";"";"";"";"";;;;;;;;;;;;;;;;;;"obino.in"
"Health data aggregators";"concept";2.5;;103;"Wearable device,mHealth";"";"";;;"DIM";"";"electronic health record";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"health mate steps tracker & life coach by withings";"device";2.5;;1164;"health mate";"withings.com";"company,iOS,Android";;;"doi.org/10.1186/s12937-018-0366-6";"";"withings,smart scale,accelerometer,camera,heart rate monitor,bmi,body weight,blood pressure,body composition,body temperature,excercise,steps,oxygen saturation,sleep,calories burned,activity,distance moved,elevation";"fitbit charge 2,calorie counter -fddb ext. pro (website not english),lifelog,lose it! weight loss program and calorie counter,calorie/kj counter and food diary by mynetdiary - for diet and weight loss,myplate calorie tracker,cronometer,lifesum health movement,foodprint diet,weight watchers,kiqplan,myfitnesspal,poundaweek - calorie counter";"";"";"";"";;;;;;;;;;;;;;;;;;"withings.com"
"Healthgraph";"aggregator";2.5;;104;"runkeeper,Runkeeper";"runkeeper.com/developer/healthgraph/";"";;;"DIM,doi.org/10.1186/s12937-018-0366-6";"";"lifesum health movement,lose it! weight loss program and calorie counter,meallogger,myfitnesspal,foodprint diet,up smart coach for health,health mate steps tracker & life coach by withings,workout";"web api";"";"";"";"";;;;;;;;;;;;;;;;;;"runkeeper.com"
"HealthifyMe Weight Loss Coach";"app";2;;1166;"HealthifyMe,HealthifyMe";"healthifyme.com,healthifyme.com";"Health & Fitness,Motivation,Health,Physical activity,paidServices,Android,iOS";0;;"doi.org/10.1186/s12937-018-0366-6";"NA Get Fit Eat Better and Lose Weight with HealthifyMe India<U+0082><c4><f4>s Premier Virtual Weight Loss Coach. With a comprehensive database of >20000 Indian food items >1000 activities and on-demand access to your very own fitness trainer dietician / nutritionist and yoga instructor HealthifyMe puts at your fingertips all that you need to achieve your health fitness and weight loss goals.HealthifyMe weight loss methods are tried and tested <U+0082><c4><ec> our premium users are seeing results within 10 weeks eating 25% better and exercising 60% more than when they began. Trusted by hospitals like Manipal Medanta and Apollo ACODE and guided by some of the best healthcare practitioners in India HealthifyMe combines technology and the latest in medical science to deliver the best in fitness and weight loss solution for our clients. HOW HEALTHIFYME WORKS <U+0082><f3><e8> Set your goal: Be it weight loss exercising more or eating healthy the app builds a tailored program for a healthier you.<U+0082><f3><e8> Calorie Tracking: Log your diet and exercise activities to know the calories consumed and burned. The app features the world's first Indian calorie counter and includes a GPS tracker. Get contextual feedback and remain on a healthy track.<U+0082><f3><e8> Coach Connect*: A team of nutritionists fitness trainers & yoga instructors provide custom-built diet & exercise plans. They are also available for one-on-one virtual counselling and are always connected with you via messages/ WhatsApp.<U+0082><f3><e8> Connect Devices and Apps: The app syncs activity and sleep data by seamlessly integrating with YUFIT Google Fit Mi Band (via Google Fit) and Fitbit to help you keep track of your progress. WHY HEALTHIFYME WORKS <U+0082><f3><e8> It<U+0082><c4><f4>s easy Weight lossIt<U+0082><c4><f4>s an effortless way to watch your weight <U+0082><c4><ec> all you do is feed your diet & exercise information and the app calculates the rest to give you a status check. <U+0082><f3><e8> It<U+0082><c4><f4>s IndianWe<U+0082><c4><f4>ve compiled the largest Indian food calorie counter online for you offering over 20000 dishes from across 13 Indian regions. <U+0082><f3><e8> It<U+0082><c4><f4>s driven by Coaches*We offer healthy weight loss plans and live consults with HealthifyMe nutritionists & fitness trainers who are accessible via the App as well as voice calls and video calls. <U+0082><f3><e8> It<U+0082><c4><f4>s measurableApart from the digitized diaries that you feed with information we use phone GPS sensors and sync with wearables to track your moves. <U+0082><f3><e8> It<U+0082><c4><f4>s holistic* Weight loss may be HealthifyMe<U+0082><c4><f4>s core business but our coaches weigh in with fitness nutritional and sleep-related advice. <U+0082><f3><e8> It<U+0082><c4><f4>s affordableWhile the app tracking features are completely free HealthifyMe<U+0082><c4><f4>s premium services offer a high level of maintenance at a low cost. <U+0082><f3><e8> It<U+0082><c4><f4>s competitiveWe<U+0082><c4><f4>ve gamified weight loss. Users earn points that can be used to compete with others on the leaderboard which is a great motivator. KEY FEATURES <U+0082><fa><U+00AA> Calorie Counter has a breakdown of macro-nutrients - proteins fats carbs and fiber and offers multiple serving sizes in an Indian context (for eg one katori of dal). Database covers common restaurant dishes and packaged foods.<U+0082><fa><U+00AA> Individualized count of calories burned based on user<U+0082><c4><f4>s height and weight. The app also has the option of entering calories burnt manually.<U+0082><fa><U+00AA> Use GPS Live Track to monitor your walks runs and bike trails.<U+0082><fa><U+00AA> Live coaches <U+0082><c4><ec> including dieticians and fitness trainers - for consultation.*<U+0082><fa><U+00AA> Healthy Diet & Fitness Plans* custom made by HealthifyMe<U+0082><c4><f4>s qualified team of coaches for Indians.<U+0082><fa><U+00AA> Photo & Voice Tracking which allows you to feed information by just taking a photo or saying what you ate instead of typing the data.* *Available with HealthifyMe premium. Lose Weight with HealthifyMe! Say hello to a Fitter healthy you!";"database input,food images,voice input,restaurant dishes,labeled or packaged food products,frequently eaten foods,generic input,fitbit charge 2,nutrition goals,fitness goals,weight loss,excercise,fitness plan,diet plans,body weight";"coaching,social support,googlefit,fitbit charge 2";"";"";"";"";;;;;;;;;;;;;;;;;;"healthifyme.com"
"healthkit";"aggregator";6;8;1167;"";"developer.apple.com/healthkit/";"closed,commercial,big,consumer";;0;"DIM,doi.org/10.1186/s12937-018-0366-6";"";"myfitnesspal,noom healthy weight loss coach,activ8rlives,sugar sense - diabetes app,blood sugar control and carb counter,yumget visual photo food diary and diet tracker with nutrient protein fat vitamins minerals analysis,yazio,cronometer,myplate calorie tracker,up coffee,lose it! weight loss program and calorie counter,escali smartconnect,eat this much,virtuagym fitness - workouts for home & gym,calories,carb & fat counter - virtuagym food,superbody,healthwatch 360,my paleo- primal & low carb diet counter,diabeteswith blood glucose/carb log by mynetdiary,itrackbites smart weight loss,my macros+,weight and calorie tracker,mysugr diabetes diary,waterlogged - drink more water,daily water intakeand hydration reminders,rise - nutrition & weight loss coach,situ scale,fatsecret,diabetes app lite - blood sugar control,glucose tracker and carb counter,nutritionix,carrot hunger,bulk up! protein wombat apps,fitatu calorie counter,bariapps,careot nutrition tracker,weight watchers,body- body fat calculator,weight loss,bmi,bmr,macronutrients,daily water free,nutratech,ultimate food value diary plus - diet & weight tracker,argus calorie counter diet,activity,step tracker,lifesum health movement,my diet coach - motivating weight loss for women,smart diet tracker & calorie counter - free,kiqplan,pryme vessyl (crowd funding dud),fitwell fitness,diet,dietsensor food scan and fitness & diabetes coach,diet camera: weight loss food tracker,polar flow activity & sports analyzing,misfit,record by under armour,ua healthbox,pebble,microsoft band,up smart coach for health,garmin connect mobile,health mate steps tracker & life coach by withings";"web api,file,sdk";"";"";"";"";2;25;2;3;6;2123;8;3876;8.5015;1.84;4;0.0033;206.75;0.0578;5;4;4;"developer.apple.com"
"HealthVault";"aggregator";7;9;1170;"";"healthvault.com/,en.wikipedia.org/wiki/Microsoft_HealthVault";"closed,commercial,big,consumer";;1;"doi.org/10.1186/s12937-018-0366-6,DIM";"";"20/20 lifestyles,microsoft band,fitbit charge 2,health mate steps tracker & life coach by withings";"file,web api,sdk";"";"";"";"";;;;;;;;;;;;;;;;;;"healthvault.com,en.wikipedia.org"
"HealthWatch 360";"app";1;;1171;"GenBen Lifesciences Corporation";"gbhealthwatch.com,gbhealthwatch.com";"Health & Fitness,Motivation,Health,Physical activity,Android,iOS";0;;"doi.org/10.1186/s12937-018-0366-6";"NA HealthWatch 360 is a scientifically designed nutrition app that helps you eat right for your health. Start with selecting a health and wellness goal: Weight Control Boost Energy Sports Nutrition Longevity Pregnancy Acne and Skin Health Type 2 Diabetes Blood Pressure... Our scientific algorithm will generate a personalized nutrition plan for you and provide daily reports on your nutrition status. Count calories monitor 30+ nutrients and track exercise plus health symptoms all in one app. This app is perfect for anyone looking to track their caloric intake while ensuring they get all the nutrients they need to feel their best. It is simple and intuitive! You will love it. Web version at www.gbhealthwatch.com. All devices synchronized. Connects to FitBit Moves and 23andMe. WHY WE<U+0082><c4><f4>RE BETTER THAN OTHER HEALTH APPSGoes far beyond a simple calorie counter! HealthWatch 360 is designed by nutrition experts and provides personalized nutrition recommendations according to individual needs and health goals. HEALTH GOALS AND PERSONALIZED NUTRITION Built-in health goals include: <U+0082>G Weight Control<U+0082>G Energy Level<U+0082>G Longevity<U+0082>G Sleep Quality<U+0082>G Sports Nutrition<U+0082>G Acne and Skin Health<U+0082>G Anemia<U+0082>G Blood Lipids<U+0082>G Blood Pressure<U+0082>G Bone Health<U+0082>G Prediabetes<U+0082>G Type 2 Diabetes<U+0082>G Heart Health<U+0082>G Kidney Health<U+0082>G Metabolic Syndrome<U+0082>G Polycystic Ovary Syndrome (PCOS)<U+0082>G Pregnancy and Lactation Personalized nutrition plans for health goals are based on the Dietary Guidelines for Americans and clinical nutrition therapy guidelines. Specific nutrition goals can be customized according to your doctor<U+0082><c4><f4>s or dietitian<U+0082><c4><f4>s recommendations. TRACK 500+ SYMPTOMS AND HEALTH CONDITIONSFrom hunger mood stress anxiety allergies dry skin back pain headaches migraines canker sores bleeding gums hair loss to triglycerides cholesterol blood glucose levels and medications<U+0082>K you can even create a custom tracker! MONITOR 30+ NUTRIENTSWe have a huge database of 500000+ foods and supplements including top restaurants brands and specialty items with the most complete nutrition information. Monitor not only calories fat carbs protein calcium sodium iron vitamins A and C but also glycemic index and load omega-6:omega-3 ratio potassium magnesium zinc niacin lycopene and vitamins B12 D and more. NUTRITION SCOREA main highlight your daily nutrition score rates your diet quality. A higher score means a healthier diet a lower score a less healthy one. The DASH diet Mediterranean diet and others that align with USDA recommendations normally score between 90 and 100. Extreme diets or those comprised largely of junk food generally score lower. NUTRITION REPORT This unique feature gives you a graphic view of your overall nutrition. Charts and trends show you which foods contribute most to your vitamin and mineral intake and which cause too much sodium and added sugar. Are you deficient in iron or omega-3? Do you get the right amount of vitamin A? Get tips on how to improve and top food recommendations. TRENDSA powerful discovery function. Get 7- or 30-day trends for any condition nutrient or activity to see patterns and find correlations. Does vitamin C help your gums stop bleeding? Omega-3 help your allergies? Reducing salt lower your blood pressure? EASIEST-TO-USEEnter foods using a barcode scanner quick-pick menus favorite foods and <U+0082><c4><fa>copy from yesterday.<U+0082><c4><f9> USE RECIPESYou can create any food using your personal recipe. Select ingredients from categories for sandwiches salads smoothies tacos omelets burritos wraps pizza and pasta dishes. You can also add cooking methods. NUTRITION TIPS AND TOP FOODSGet nutrition tips on your nutrition cards. If you have too much sodium get a warning; if you don't get enough calcium get ideas for calcium-rich foods with colorful photos! PHOTO NOTESA bonus feature makes tracking easier with time-tagged photos and text notes.";"recipes,labeled or packaged food products,barcode scanning,custom input,database input,generic input,fitbit charge 2,symptoms,medications,cgm,stress level,cholesterol,emotions,blood pressure,notes,excercise,hunger,food preferences,health goals,sleep goal,nutrition goals";"advices,healthkit,fitbit charge 2";"";"";"";"";;;;;;;;;;;;;;;;;;"gbhealthwatch.com"
"Healthy 365 Health Promotion Board";"app";2;;1172;"Healthy 365,Health Promotion Board Singapore";"stepschallenge.sg/,stepschallenge.sg/";"Health & Fitness,Physical activity,paidServices,Android,iOS,Watch OS";0;;"doi.org/10.1186/s12937-018-0366-6";"NA Healthy 365 app is brought to you by the Health Promotion Board (HPB).This app enables you to track your daily steps count and calculate the corresponding calories burned as you move. It also helps to track your daily food & drinks intake and the corresponding calories consumed.By putting together the concept of caloric balance the Healthy 365 app provides an overview of your overall daily calories consumed and burned aiding you in your weight management journey for a healthier lifestyle. Key features include:<U+0082>G Caloric Balance dashboard to monitor your calorie intake vs output<U+0082>G Steps dashboard to track your daily steps count active time and distance covered<U+0082>G Diet dashboard to view your top 3 highest calories food and drinks consumed for the day<U+0082>G Health Challenges that enable you to step up to get healthy or earn points and redeem rewards<U+0082>G Diet tracking journal with access to over 1000 local food and drinks database capturing calories and nutritional information<U+0082>G History charts to keep records of your past steps count active time distance covered calorie intake and output and weight<U+0082>G Nearby listing and map views on HPB health events healthier eateries exercise facilities and routes in your vicinity<U+0082>G Integration with new HPB steps trackers and exercise apps including S Health Lifelog Actxa<U+00AC><c6> and Fitbit<U+00AC><U+0182>G New Sync for Friends function to allow both non-smartphone and smartphone participants to conveniently sync their steps on their friend or family member<U+0082><c4><f4>s smart phone<U+0082>G Partners<U+0082><c4><f4> discount for compatible devicesNote:<U+0082>G This app uses your smartphone<U+0082><c4><f4>s inbuilt Accelerometer and its performance may vary across models<U+0082>G Continued use of GPS running in the background may dramatically decrease battery life<U+0082>G For the optimum experience please ensure that your phone is set to Singapore Time zone (GMT +8)<U+0082>G For any enquiries please call our hotline at 1800 567 2020 or email us at stepschallenge@hpb.gov.sg";"database input,generic input,fitbit charge 2,pedometer,steps";"challanges,allowance badge,s health,lifelog,fitbit charge 2,actxa";"";"";"";"";;;;;;;;;;;;;;;;;;"stepschallenge.sg"
"heart rate variability";"whattomeasure";2.5;;109;"HRV,heart rate,fetal heart rate,heart rate and sleep,heart rate sensor,maternal heart rate,Heart rate,heartrate";"";"";;;"DIM";"";"fitbit alta hr,fitbit ionic,fitbit versa,fitbit charge 2,fitbit blaze,fitbit surge,fitbit charge hr,ihealth feel,ihealth sense,qardioarm,withings blood pressure monitor,withings smart body analyzer";"heartrate";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"HeartCheck PEN";"device";3;;1173;"HeartCheck";"theheartcheck.com/consumer.html";"";;;"rNC";"";"ecg,heartrate";"";"";"";"";"";;;;;;;;;;;;;;;;;;"theheartcheck.com"
"henriksen";;3;2;1174;"";"";"";;0;"DIM";"";"";"";"";"";"";"";40;26;3;2;8;11;178;15;2.4;1.8667;1;0.0025;0;0.1141;0;29;29;"NA"
"Hewlett-Packard MB Chronowin";"device";0;;1175;"Hewlett-Packard,MB Chronowin";"engineeredby.hp.com/michael-bastian/";"Smartwatch,Bluetooth,Android,iOS,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Smartwatch";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"engineeredby.hp.com"
"hexoskin";"device";5;8;1176;"Carr Technologies";"hexoskin.com/,hexoskin.com/pages/key-metrics";"smart shirt,Tracker,Shirt,e-textile,Bluetooth,USB,iOS,Windows,OSX,Android,In production";600;0;"DIM,https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Fabric shirt with built-in sensors that measures fitness data";"physical activity,steps,energy expenditure,heart rate,zones,recovery,resting,vo2max,minute ventilation,breath rate,respiratory monitor,heart rate monitor,pedometer,electrocardiogram,accelerometer,thermometer,temperature sensor";"rest api,csv file";"steps,sleep,hexoskin";"";"";"https://www.hexoskin.com/,https://www.hexoskin.com/pages/key-metrics";;;;;;;;;;;;;;;;;;"hexoskin.com"
"HI DROID INFINITY";"app";0;;1178;"HI - Health & Fitness Tracker,DROID INFINITY";"";"Health & Fitness,Motivation,Health,Physical activity,paidServices,Android";0;;"doi.org/10.1186/s12937-018-0366-6";"NA You can<U+0082><c4><f4>t improve what you don<U+0082><c4><f4>t measure - What gets measured Gets managed!Health Infinity - All-in-one diet health & fitness solution. <U+0082>G Most comprehensive feature set. <U+0082>G Track analyze & summarize your weight foods activities sleep heart rate blood pressure & squats.<U+0082>G Calculates your body mass index ideal body weight body fat water intake & more.<U+0082>G Check your BMI along with your weight.<U+0082>G Access more than 250K global/local foods and 100 different daily activities.<U+0082>G Built-in pedometer for tracking steps accurately.<U+0082>G Track sleep automatically and improve your Sleep Score. No manual effort needed.<U+0082>G Health Calendar makes it incredibly easy to keep track! Select a date and see everything at one place. <U+0082>G Smart reminders to help you not miss out anything.<U+0082>G Supports both metric & imperial units.<U+0082>G Sync with Google Drive and use across all your devices.<U+0082>G Available across 45+ languages.<U+0082>G No external hardware required. --DIARY:Eat better with built-in Calorie Counter.Say the food name you ate or scan the bar-code to add it.Log an activity performed earlier or start tracking live activities and see the calories burned in real-time. Track the distribution of macro nutrients.Add unlimited custom foods or activities to your diary. --PEDOMETER:Track your steps automatically using sessions.Keep your mobile in trouser pocket hand or jacket.Uses hardware step-detector in 4.4+ devices to reduce battery consumption.Sensor-Fusion algorithms to improve accuracy for devices without step-detector.Home & lock screen widgets allows to view the steps easily.Keep screen on permission can be disabled in preferences. --HEART RATE MONITOR:Check your heart rate. Any-time. Anywhere.Uses your mobile's camera sensor and flash along with smart algorithms to measure with great accuracy.Check your heartbeat any number of times a day! NOTE:Your health is important to us. This application is NOT intended to be a substitute for getting medical advice or treating health related problems.";"database input,custom input,barcode scanning,voice input,water,generic input,labeled or packaged food products,sleep,bmi,steps,body composition,body weight,activity level,blood pressure,activity,weight loss,heartrate";"google drive";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Hovr Infinite Smart Shoe";"wear";3;;1179;"Hovr";"underarmour.com/en-us/mens-ua-hovr-infinite-running-shoes/pid3021395";"";;;"rNC";"";"pace,cadence,stride length,run distance";"under armour";"";"";"";"";;;;;;;;;;;;;;;;;;"underarmour.com"
"Huawei TalkBand";"device";3;;1180;"Huawei,TalkBand,Huawei Watch";"consumer.huawei.com/en/wearables/talkband-b3/index.html,consumer.huawei.com/en/wearables/huawei-watch/index.htm";"Tracker,Activity sensor,Bluetooth,Android,iOS,In production,Smartwatch";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables. http://www.getshimmer.co/";"Wrist worn physical activity tracker / fitness monitor,Smartwatch";"physical activity,steps,energy expenditure,sleep,accelerometer";"applehealth,googlefit,rest api,shimmer,google fit,bluetooth,api";"";"";"";"";;;;;;;;;;;;;;;;;;"consumer.huawei.com"
"hubbubhealth";;4;9;1181;"";"";"";;0;"DIM";"";"";"";"";"";"";"";;;;;9;4;12;126;9.373;1.0794;0;6e-04;0;0.0189;0;;;"NA"
"Huma";"aggregator";2.5;;112;"medopad,sherbit";"";"company,remote patient monitoring,telemedicine,through organizations";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Human Api";"aggregator";5;7;1184.01;"humanapi.co";"humanapi.co,humanapi.co";"closed,commercial,small,company";;0;"doi.org/10.1186/s12937-018-0366-6,DIM";"";"calorie counter by fatsecret,myfitnesspal,argus calorie counter diet,activity,step tracker,fitbit charge 2,up smart coach for health,health mate steps tracker & life coach by withings,garmin connect mobile,microsoft band,striiv activity tracker,misfit,health records";"web api";"";"";"";"";;;;;;;;;;;;;;;;;;"humanapi.co"
"humanapi.co";"aggregator";5;9;1184;"human api";"humanapi.co";"closed,commercial,small,company";;0;"DIM";"";"";"";"";"";"";"";5;21;2;3;6;166;9;175;5.3371;2.8971;1;0.0031;0;1e-04;5;8;8;"humanapi.co"
"humanbenchmark";"app";5;6;1185;"";"";"";2;0;"DIM";"";"cognitive";"text_editor";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Humon Hex";"device";1;;1186;"";"humon.io";"Tracker,Activity sensor,Bluetooth,ANT+,iOS,Android,Not released yet";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Wearable system to allow endurance athletes to train smarter by monitoring the way their muscles are using oxygen in real-time";"oximeter";"";"";"";"";"";;;;;;;;;;;;;;;;;;"humon.io"
"Hunger";"whattomeasure";2.5;;115;"";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Hydration";"whattomeasure";2.5;;116;"";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
